,YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,SYS_STSITSSXSOLCHJPSAF7486K4RV,SYS_STSWGMX8O#197_NPUKVK#S5$QM
7078,2011,90805DGNGT2400E,1.1e+11,EDGINGTON OIL CO,2400 E ARTESIA BLVD,LONG BEACH,LOS ANGELES,CA,90805,,,33.87461,-118.16412,NO,324,Petroleum,,,,,,,324110,,,,,,1.31121e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,5.1,18.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,23.3,0.0,24.3,24.3,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,23.3,0,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,47.6,,,,ALON USA ENERGY INC,72784523,7.30984e+17,1.33633e+19
7370,2011,08066MBLLCBILLI,1.10022e+11,PAULSBORO REFINING CO LLC,800 BILLINGSPORT RD,PAULSBORO,GLOUCESTER,NJ,8066,,,39.8401,-75.2574,NO,324,Petroleum,,,,,,,324110,,,,,,1.31121e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,5048.0,1537.0,13.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6598.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,10.4,0.0,11.8,0.4,0.0,0.5,0.0,0.0,0.9,0.0,0.0,0.0,0.0,24.6,0.0,0.0,0.0,0.0,24.6,6609.8,0,0.0,6598.0,1.4,10.4,0.0,0.0,122257.0,0.9,8743.0,24.6,137635.3,,,0.94,PBF ENERGY,,1.39197e+19,1.52581e+19
9107,2011,70037LLNCRHIGHW,1.10064e+11,PHILLIPS 66  - ALLIANCE REFINERY,15551 HIGHWAY 23,BELLE CHASSE,PLAQUEMINES PARISH,LA,70037,,,29.68,-89.980833,NO,324,Petroleum,,,,,,,324110,,,,,,1.31121e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,5194.0,40519.0,42.0,0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,45756.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,3.67,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.0,9.753,0.0,0.0,9.753,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,10.8,45759.67,0,1.0,45755.0,3.67,0.0,0.0,0.0,0.0,9.753,375633.0,10.8,421413.223,,,1.02,PHILLIPS 66,78378508,1.81464e+19,5.7122e+17
9252,2011,55071SHLND100WT,1.10044e+11,ST PAUL PARK REFINING CO LLC,301 ST PAUL PARK RD,SAINT PAUL PARK,WASHINGTON,MN,55071,,,44.850583,-93.002139,NO,324,Petroleum,,,,,,,324110,424710.0,,,,,1.31121e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,5928.0,2430.0,25.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8383.0,0.0,709.0,709.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,0.0,0.0,67.0,51.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,710.0,8384.0,0,0.0,8328.0,1.0,0.0,0.0,51.0,112795.0,67.0,29223.0,710.0,151175.0,55.0,,0.85,NORTHERN TIER ENERGY LLC,965355766,7.30488e+17,9.99916e+18
11024,2011,90222DMNNK2000N,1.1e+11,DEMENNOKERDOON DBA WORLD OIL RECYCLING,2000 NORTH ALAMEDA STREET,COMPTON,LOS ANGELES,CA,90222,,,33.910116,-118.221906,NO,324,Petroleum,,,,,,,324191,,,,,,1.31121e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,0.72,14.56,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15.28,0.0,170.97,170.97,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,14705.32,0.0,14705.32,0.0,0.0,0.0,0.0,0.0,0.0,170.97,15.75,0,0.0,15.28,0.47,0.0,0.0,14705.32,35826.26,0.0,1604.09,170.97,52322.39,0.0,,1.0,WORLD OIL CORP,72937436,7.30984e+17,7.95699e+18
11675,2011,77701BMNTREASTE,1.10042e+11,EXXONMOBIL OIL BEAUMONT REFINERY,E END OF BURT ST,BEAUMONT,JEFFERSON,TX,77701,,,30.065833,-94.071388,NO,324,Petroleum,,,,,,,324110,324191.0,,,,,1.31121e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,4200.0,5800.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,67.0,0.0,0.0,67.0,4700.0,0.0,4700.0,0.0,753.0,0.0,0.0,0.0,0.0,753.0,10190.0,0,0.0,10000.0,190.0,0.0,0.0,4700.0,0.0,67.0,85000.0,753.0,100710.0,,,1.12,EXXON MOBIL CORP,1213214,1.14638e+19,9.40839e+18
12140,2011,70047TRNSM14902,1.1e+11,VALERO REFINING - NEW ORLEANS LLC,14902 RIVER RD,NORCO,ST CHARLES PARISH,LA,70079,,,29.985278,-90.392778,NO,324,Petroleum,,,,,,,324110,,,,,,1.31121e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,500.0,3400.0,9.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3909.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,9.0,0.0,0.0,9.0,61.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4288.0,0,0.0,3909.0,379.0,0.0,2000.0,61.0,0.0,9.0,23000.0,0.0,29358.0,,,1.1,VALERO ENERGY CORP,,1.81464e+19,9.77966e+18
12236,2011,35401HNTRF1855F,1.1e+11,HUNT REFINING CO A CORP,1855 FAIRLAWN RD,TUSCALOOSA,TUSCALOOSA,AL,35401,,,33.2003,-87.607,NO,324,Petroleum,,,,,,,324110,,,,,,1.31121e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,646.0,858.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.0,0,0.0,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.0,,,1.69,HUNT CONSOLIDATED INC,103994109,1.75497e+19,8.65415e+18
12252,2011,79721FNLNDIS20E,1.10013e+11,ALON USA-BIG SPRING REFINERY,IH 20 AT REFINERY RD,BIG SPRING,HOWARD,TX,79720,,,32.269104,-101.417673,NO,324,Petroleum,,,,,,,324110,,,,,,1.31121e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,2392.98,32034.15,2.0022,0,0.0,0.0,0,0.0,0.078,0.0,0,0.0,0.0,0.0,34429.2102,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007016,0.0,0.0,0.007016,0.31346,0.0,0.31346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34429.2102,0,0.078,34427.13,0.0,0.0,0.0,0.31346,0.0,0.007016,338.6828,0.0,34766.21128,2.0022,,1.12,ALON USA ENERGY INC,,1.14638e+19,6.19748e+17
14594,2011,47620NDNFR1200R,1.10018e+11,COUNTRYMARK REFINING & LOGISTICS LLC,1200 REFINERY RD,MOUNT VERNON,POSEY,IN,47620,,,37.942222,-87.908417,NO,324,Petroleum,,,,,,,324110,,,,,,1.31121e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,149.0,90.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2165.0,674.0,2839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0,0.0,240.0,0.0,0.0,0.0,2839.0,0.0,0.0,620.0,0.0,3699.0,,,1.05,COUNTRYMARK,7902869,6.03879e+17,1.76832e+19
