,YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,SYS_STSITSSXSOLCHJPSAF7486K4RV,SYS_STSWGMX8O#197_NPUKVK#S5$QM
6136,2009,26050RGNWSSTATE,1.10028e+11,ERGON WEST VIRGINIA INC,9995 OHIO RIVER BLVD,NEWELL,HANCOCK,WV,26050,,,40.6111,-80.630833,NO,324,Petroleum,,,,,,,324110,324191,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,12.0,958.0,4.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,974.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,50.0,0.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,974.0,0,0.0,974.0,0.0,0.0,0.0,50.0,0.0,0.0,6925.0,0.0,7949.0,5.0,,1.03,ERGON INC,87023743,2.54841e+18,1.35766e+19
6805,2009,43616SNRFN1819W,1.10011e+11,TOLEDO REFINING CO LLC,1819 WOODVILLE RD,OREGON,LUCAS,OH,43616,,,41.6328,-83.5019,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,2700.0,3000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,5.0,0.0,56250.0,0,0.0,56255.0,0.0,0.0,0.0,0.0,5.0,5.0,138000.0,0.0,0.0,138010.0,5950.0,0,0.0,5700.0,250.0,0.0,0.0,0.0,0.0,56255.0,22700.0,138010.0,222915.0,0.0,,0.88,PBF ENERGY,962619206,1.11772e+19,1.26394e+19
7401,2009,77506CRWNC111RE,1.1e+11,PASADENA REFINING SYSTEM INC,111 RED BLUFF RD,PASADENA,HARRIS,TX,77506,,,29.723889,-95.208888,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,5622.8,4016.44,0.54,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9639.78,0.0,3366.0,3366.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94255,9.94255,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3366.0,9649.72255,0,0.0,9639.78,0.0,9.94255,0.0,0.0,513806.0,0.0,0.0,3366.0,526821.7226,0.0,,1.5,PETROBRAS AMERICA INC,363702457,1.81171e+19,1.06592e+19
8131,2009,70767NTRPR2220N,1.10011e+11,ENTERPRISE PRODUCTS OPERATING LLC,2220 N RIVER RD,PORT ALLEN,WEST BATON ROUGE PARISH,LA,70767,,,30.480556,-91.202778,NO,324,Petroleum,,,,,,,324110,211112,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,250.0,250.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1794.0,1794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,1794.0,0.0,0.0,2294.0,,,1.3,ENTERPRISE PRODUCTS OPERATING LLC,48210686,1.13643e+19,1.1877e+19
9725,2009,38109MPCPT543WE,1.1e+11,VALERO REFINING CO - TENNESSEE LLC,2385 RIVERPORT ROAD,MEMPHIS,SHELBY,TN,38109,,,35.085843,-90.083385,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,2092.0,3300.0,6.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5398.0,0.0,906.0,906.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0,4.0,4.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,952.0,5465.0,0,0.0,5398.0,67.0,0.0,0.0,0.0,0.0,4.0,82138.0,952.0,88559.0,0.0,,0.81,VALERO ENERGY CORP,199623414,5.86631e+18,1.6608e+19
9778,2009,80022CNCDN5801B,1.10033e+11,SUNCOR ENERGY COMMERCE CITY REFINERY,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,CO,80022,,,39.805556,-104.944444,NO,324,Petroleum,,,,,,,324110,424710.0,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,101.0,674.0,6.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,0.0,0.0,0.0,36.7,781.0,0,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,8644.0,36.7,9461.7,0.0,,1.11,SUNCOR ENERGY (USA) INC,241804681,1.04647e+19,1.4395e+19
10344,2009,74603CNCPN1000S,1.10016e+11,PHILLIPS 66 PONCA CITY SITE,1000 S PINE ST,PONCA CITY,KAY,OK,746017501,,,36.68807,-97.08786,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,,0.21,PHILLIPS 66 CO,65504920,1.10183e+19,3.1174e+18
10855,2009,77012HLLPT9701M,1.1e+11,VALERO REFINING - TEXAS LP HOUSTON REFINERY,9701 MANCHESTER,HOUSTON,HARRIS,TX,77012,,,29.722274,-95.254401,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,784.0,2457.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3241.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,3247.0,0,0.0,3241.0,6.0,0.0,28154.0,0.0,0.0,0.0,9519.0,40.0,40960.0,0.0,,0.89,VALERO ENERGY CORP,79391280,1.81171e+19,8.09589e+18
12023,2009,78408CHMPL1801N,1.10001e+11,CITGO REFINING & CHEMICALS CO LP EAST PLANT,1801 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407,,,27.810556,-97.426944,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,9494.0,7661.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,17155.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,20.0,0,0.0,20.0,0.0,0.0,0.0,0.0,54.2,0.0,0.0,0.0,0.0,54.2,17180.0,0,0.0,17155.0,25.0,0.0,0.0,0.0,0.0,20.0,0.0,54.2,17254.2,,,0.96,PDV AMERICA INC,102417268,1.81171e+19,1.11778e+18
12663,2009,82931XBWHYI80EX,1.10001e+11,SILVER EAGLE REFINING-EVANSTON,2990 COUNTY RD 180,EVANSTON,UINTA,WY,82930,,,41.260556,-110.806944,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,136.5,369.0,0.0,0,0.0,0.0,0,0.0,0.0,0.09,0,0.0,0.0,0.0,505.59,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1.71,0.0,0.0,1.8,505.59,0,0.0,505.5,0.0,0.0,1743.07,0.0,1765.51,0.0,2707.65,1.8,6723.53,0.09,,0.88,THE INTERNATIONAL GROUP INC,2358455,1.79568e+19,8.86758e+18
12794,2009,44711SHLND2408G,1.1e+11,MARATHON PETROLEUM CO LP OHIO REFINING DIV,2408 GAMBRINUS AVE SW,CANTON,STARK,OH,44706,,,40.7729,-81.4151,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,9650.0,2160.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11810.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0,0.0,85.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,0.0,327.0,11810.0,0,0.0,11810.0,0.0,0.0,0.0,0.0,23952.0,85.0,6845.0,327.0,43019.0,,,0.95,MARATHON PETROLEUM CORP,968393996,1.11772e+19,1.69259e+19
12944,2009,94572NCLSNOLDHI,1.1e+11,PHILLIPS 66 SAN FRANCISCO REFINERY,1380 SAN PABLO AVE,RODEO,CONTRA COSTA,CA,94572,,,38.0436,-122.2532,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,2133.0,1349.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3484.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,18.29,0.0,0.0,0.0,0.0,0.0,18.29,0.0,0.0,5.79,0,0.0,5.79,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,3502.29,0,0.0,3484.0,18.29,0.0,0.0,0.0,0.0,5.79,0.0,12.5,3520.58,0.0,,0.97,PHILLIPS 66 CO,78378508,3.25313e+18,1.14989e+19
14720,2009,58554MCLCMNORTH,1.10025e+11,TESORO MANDAN REFINERY,900 OLD RED TRAIL NE,MANDAN,MORTON,ND,58554,,,46.85055,-100.88083,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,2600.0,970.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3570.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,3570.0,0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,1.0,44000.0,12.0,47613.0,0.0,,0.97,TESORO CORP,8133480,1.72885e+19,1.27199e+18
14877,2009,84054BGWST333WE,1.1e+11,BIG WEST OIL LLC,333 W CENTER ST,NORTH SALT LAKE,DAVIS,UT,84054,,,40.838386,-111.921443,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,5050.0,5.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5055.0,0.0,1017.0,1017.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2120.0,0.0,0.0,0.0,0.0,3137.0,5055.0,0,0.0,5055.0,0.0,0.0,0.0,0.0,62677.0,0.0,0.0,3137.0,70869.0,0.0,,0.0,FJ MANAGEMENT,,1.52362e+19,1.81333e+19
