,YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,SYS_STSITSSXSOLCHJPSAF7486K4RV,SYS_STSWGMX8O#197_NPUKVK#S5$QM
11454,2015,7007WMGRFN5RIVE,1.1001e+11,VERTEX REFINING LA LLC,5000 RIVER RD,MARRERO,JEFFERSON PARISH,LA,70072,,,29.90529,-90.10199,NO,324,Petroleum,,,,,,,324191,,,,,,1.31521e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.24,0.76,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.76,5.48,0,0.0,2.0,3.01,0.23,0.0,0.0,0.0,6.0,0.0,6.76,18.0,,PRODUCTION,0.99,VERTEX ENERGY INC,796199300,1.28055e+19,1.21674e+19
11774,2015,70669CNCLKOLDSP,1.10001e+11,PHILLIPS 66 LAKE CHARLES REFINERY,2200 OLD SPANISH TRAIL,WESTLAKE,CALCASIEU PARISH,LA,70669,,,30.242155,-93.274386,NO,324,Petroleum,,,,,,,324110,,,,,,1.31521e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,2266.02,8837.0,45.89,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11148.91,0.0,0.0,0.0,0.21,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.005,1929.946,11.2,0.0,0.0,0.0,0.0,1941.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,13090.271,0,0.0,11148.91,1929.951,11.41,0.0,0.0,0.0,0.0,166395.96,0.07,179486.301,,PRODUCTION,1.1,PHILLIPS 66 CO,78378508,1.28055e+19,4.59061e+18
11805,2015,90749RCPRD1801E,1.10017e+11,TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,2350 E 223RD ST,CARSON,LOS ANGELES,CA,90810,,,33.81323,-118.24298,NO,324,Petroleum,,,,,,,324110,,,,,,1.31521e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,690.0,1000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1690.0,504.0,1596.0,2100.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,1.0,16.0,0.0,0.0,19.0,0.0,0.0,540.0,0.0,0.0,165.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596.0,2734.0,0,0.0,1700.0,38.0,500.0,0.0,0.0,0.0,170.0,4000.0,1600.0,8008.0,,PRODUCTION,0.99,TESORO CORP,8133480,8.16256e+18,1.12195e+19
11936,2015,78403CSTLR1300C,1.10001e+11,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407,,,27.810775,-97.436658,NO,324,Petroleum,,,,,,,324110,,,,,,1.31521e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,7012.0,17156.0,24.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.4,24193.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,5224.1,0.0,0.0,0.0,0.0,0.0,5224.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.8,0.0,0.0,0.0,0.0,572.8,29417.5,0,0.0,24193.4,4941.1,0.0,1841.0,0.0,0.0,0.0,703977.0,572.8,735525.3,283.0,PRODUCTION,0.99,VALERO ENERGY CORP,82686916,1.71623e+19,3.96998e+18
12667,2015,39567CHVRNPOBOX,1.1e+11,CHEVRON PRODUCTS CO PASCAGOULA REFINERY,250 IND US TRIAL RD,PASCAGOULA,JACKSON,MS,39581,,,30.343733,-88.4938,NO,324,Petroleum,,,,,,,324110,325110.0,,,,,1.31521e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,48000.0,12000.0,8.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,60008.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,2.0,0.0,47.0,60078.0,0,0.0,29255.0,1.0,69.0,0.0,0.0,0.0,0.0,110000.0,47.0,139372.0,30753.0,PRODUCTION,0.96,CHEVRON CORP,1382555,2.10245e+18,9.85422e+18
12690,2015,35217BCCKDRAILR,1.1e+11,DRUMMOND CO INC ABC COKE DIV,ONE RAILROAD AVE,TARRANT,JEFFERSON,AL,35217,,,33.580769,-86.781281,NO,324,Petroleum,,,,,,,324199,,,,,,1.31521e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,2291.0,6863.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9154.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9154.0,0,0.0,9154.0,0.0,0.0,0.0,0.0,0.0,0.0,1415172.0,0.0,1424326.0,,PRODUCTION,0.83,DRUMMOND CO INC,67103432,3.76246e+18,1.04029e+19
13793,2015,90280LNDYT9301S,1.10001e+11,LUNDAY-THAGARD CO DBA WORLD OIL REFINING,9301 GARFIELD AVE,SOUTH GATE,LOS ANGELES,CA,90280,,,33.946295,-118.16704,NO,324,Petroleum,,,,,,,324110,,,,,,1.31521e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,9.0,12.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,21.0,182.0,0.0,182.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,0,0.0,21.0,1.0,182.0,0.0,0.0,0.0,2.0,1000.0,0.0,1206.0,,PRODUCTION,1.05,WORLD OIL CORP,72937436,8.16256e+18,1.32546e+18
14323,2015,70805XXNBT4050S,1.10044e+11,EXXONMOBIL REFINING & SUPPLY BATON ROUGE REFINERY (PART),4045 SCENIC HWY,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,,,30.484917,-91.17392,NO,324,Petroleum,,,,,,,324110,,,,,,1.31521e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,11000.0,4600.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,7.0,397.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,55.0,0.0,0.0,55.0,0.0,13.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,16004.0,0,0.0,15600.0,404.0,0.0,0.0,13.0,0.0,55.0,31000.0,5.0,47077.0,,PRODUCTION,0.98,EXXON MOBIL CORP,1213214,1.28055e+19,4.63901e+18
14495,2015,74603CNCPN1000S,1.10016e+11,PHILLIPS 66 PONCA CITY SITE,1000 S PINE ST,PONCA CITY,KAY,OK,746017501,,,36.68807,-97.08786,NO,324,Petroleum,,,,,,,324110,,,,,,1.31521e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,19000.0,17000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36005.0,0,0.0,36000.0,5.0,0.0,0.0,0.0,0.0,0.0,11000.0,0.0,47005.0,,PRODUCTION,0.93,PHILLIPS 66 CO,65504920,1.30668e+19,1.79137e+19
15194,2015,70075MRPHY2500E,1.1e+11,VALERO REFINING - MERAUX LLC MERAUX REFINERY,2500 E ST BERNARD HWY,MERAUX,ST BERNARD PARISH,LA,70075,,,29.930278,-89.943889,NO,324,Petroleum,,,,,,,324110,424710.0,,,,,1.31521e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,706.0,3616.0,7.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4329.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4630.0,0,0.0,4327.0,301.0,0.0,31626.0,0.0,0.0,0.0,89265.0,1.0,125520.0,2.0,PRODUCTION,0.86,VALERO ENERGY CORP,82686916,1.28055e+19,1.69635e+19
15396,2015,70602CTGPTHIGHW,1.10001e+11,CITGO PETROLEUM CORP,1601 HWY 108 E,SULPHUR,CALCASIEU PARISH,LA,70665,,,30.19301,-93.339624,NO,324,Petroleum,,,,,,,324110,325199.0,325180.0,,,,1.31521e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,9953.0,18096.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,28051.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,3.0,0.0,189.0,28051.0,0,0.0,27653.0,0.0,0.0,0.0,0.0,0.0,0.0,122226.0,189.0,150068.0,398.0,PRODUCTION,1.03,CITGO HOLDING INC.,858706773,1.28055e+19,8.72588e+18
15403,2015,48217MRTHN1300S,1.10001e+11,MARATHON PETROLEUM CO LP - MICHIGAN REFINING DIV,1300 S FORT ST HES DEPT,DETROIT,WAYNE,MI,48217,,,42.282182,-83.158756,NO,324,Petroleum,,,,,,,324110,,,,,,1.31522e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,3162.0,4271.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,7434.0,0.0,179.0,179.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,125.13,0.0,0.0,125.13,0.37,0.0,0.37,0.0,156.41,0.0,0.0,0.38,0.0,335.79,7753.0,0,0.0,7389.0,319.0,0.0,0.0,0.37,143.0,125.0,18177.0,336.0,26489.37,45.0,PRODUCTION,0.97,MARATHON PETROLEUM CORP,968393996,1.10953e+19,4.77578e+18
15415,2015,82609LTTLM5700E,1.10012e+11,SINCLAIR CASPER REFINING CO,5700 E HWY 20/26,CASPER,NATRONA,WY,82609,,,42.5129,-106.1434,NO,324,Petroleum,,,,,,,324110,,,,,,1.31521e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,14.0,1600.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1614.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.9,0.0,0.0,0.0,31.0,0.0,0.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.9,0,0.0,1614.0,0.9,31.0,0.0,2.0,0.0,0.0,11000.0,0.0,12647.9,,PRODUCTION,0.93,SINCLAIR OIL CORP,79959185,6.56661e+18,6.44243e+18
15557,2015,67337FRMLNNORTH,1.10014e+11,COFFEYVILLE RESOURCES REFINING & MARKETING,400 N LINDEN,COFFEYVILLE,MONTGOMERY,KS,67337,,,37.047556,-95.606106,NO,324,Petroleum,,,,,,,324110,,,,,,1.31521e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,8460.0,1375.0,56.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9891.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9892.0,0,0.0,9891.0,1.0,0.0,0.0,24.0,0.0,0.0,2107.0,0.0,12023.0,,PRODUCTION,0.95,CVR ENERGY INC,142405666,7.55417e+18,7.73807e+18
