,Unnamed: 0,YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,SYS_STSITSSXSOLCHJPSAF7486K4RV,SYS_STSWGMX8O#197_NPUKVK#S5$QM,total_air
62,32929,2009,77590MCLCM24015,1.10028e+11,BP AMOCO CHEMICAL COMPANY,2800 FM 519 EAST,TEXAS CITY,GALVESTON,TX,77590,,,29.362224,-94.9284,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,11000.0,47000.0,21.0,0,39000.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,97021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2701.0,0.0,0.0,0.0,0.0,2701.0,1.0,0.0,1.0,0.0,8850.0,2.0,0.0,119.0,0.0,8971.0,97048.0,0.0,39000.0,58000.0,27.0,0.0,0.0,1.0,0.0,2700.0,1100000.0,9000.0,1208728.0,,,1.36,BP PRODUCTS N.A. INC,39596507.0,1.81171e+19,9.64294e+18,58000.0
63,33394,2009,70037LLNCRHIGHW,1.10064e+11,PHILLIPS 66  - ALLIANCE REFINERY,15551 HIGHWAY 23,BELLE CHASSE,PLAQUEMINES PARISH,LA,70037,,,29.68,-89.980833,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,6200.0,36000.0,33.0,0,0.0,0.0,0,0.0,4.0,0.0,0,0.0,0.0,0.0,42237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,70.0,42253.0,0.0,4.0,42000.0,9.0,7.0,0.0,0.0,0.0,1.0,380000.0,70.0,422091.0,,,0.84,PHILLIPS 66,78378508.0,1.13643e+19,5.89822e+18,42200.0
64,33557,2009,77640CLRKR1801S,1.1e+11,PREMCOR REFINING GROUP INC PORT ARTHUR,1801 S GULFWAY DR,PORT ARTHUR,JEFFERSON,TX,77640,,,29.868333,-93.968333,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,126.0,14607.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,14733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,20.0,14743.0,0.0,0.0,14733.0,10.0,0.0,0.0,0.0,0.0,5.0,1782640.0,20.0,1797408.0,,,1.3,VALERO ENERGY CORP,43652424.0,1.81171e+19,5.14685e+18,14733.0
65,33623,2009,78112VPRCN7124R,1.10002e+11,VP RACING FUELS INC,7124 RICHTER RD,ELMENDORF,BEXAR,TX,78112,,,29.2725,-98.348333,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,A,Pounds,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,VP RACING FUELS INC,615416104.0,1.81171e+19,2.72576e+17,0.0
66,34360,2009,94553SHLLL3485P,1.1e+11,SHELL OIL PRODUCTS US-MARTINEZ REFINERY,3485 PACHECO BLVD,MARTINEZ,CONTRA COSTA,CA,94553,,,38.016594,-122.115392,NO,324,Petroleum,,,,,,,324110,424710.0,325188.0,325199.0,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,500.0,1200.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,1.0,202.0,1771.0,0.0,0.0,1700.0,71.0,0.0,1.0,0.0,0.0,0.0,8700.0,202.0,10674.0,,,0.82,SHELL OIL CO,8090938.0,3.25313e+18,2.71471e+18,1700.0
67,34736,2009,70805XXNBT4050S,1.10044e+11,EXXONMOBIL REFINING & SUPPLY BATON ROUGE REFINERY (PART),4045 SCENIC HWY,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,,,30.484917,-91.17392,NO,324,Petroleum,,,,,,,324110,424710.0,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,11000.0,4900.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,41.0,0.0,0.0,0.0,0.0,0.0,661.0,86.0,0.0,0.0,0.0,0.0,86.0,0.0,14.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,16561.0,0.0,0.0,15900.0,660.0,0.0,0.0,14.0,0.0,86.0,11000.0,2.0,27662.0,,,1.01,EXXON MOBIL CORP,1213214.0,1.13643e+19,1.13815e+19,15900.0
68,34837,2009,70087HLLPT27009,1.1e+11,EQUILON ENTERPRISES LLC DBA SHELL OIL PRODUCTS US,11842 RIVER RD,SAINT ROSE,ST CHARLES PARISH,LA,70087,,,29.952222,-90.328556,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,544.0,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,0.0,0.0,574.0,0.0,0.0,0.0,0.0,0.0,134.0,2020.0,0.0,2728.0,,,0.16,SHELL OIL PRODUCTS US,8090938.0,1.13643e+19,1.99186e+18,574.0
69,35655,2009,73098KRRMC906SO,1.1e+11,WYNNEWOOD REFINING CO,906 S POWELL AVE,WYNNEWOOD,GARVIN,OK,73098,,,34.63001,-97.16942,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,2700.0,3400.0,5.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,250.0,6355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,10.0,6360.0,0.0,0.0,6354.82,5.0,0.0,0.0,5.0,0.0,0.0,47000.0,10.0,53374.82,0.18,,1.3,CVR ENERGY INC,795416135.0,1.10183e+19,3.78506e+18,6100.0
70,35914,2009,45804SHLCM1150S,1.1e+11,LIMA REFINING CO,1150 S METCALF ST,LIMA,ALLEN,OH,45804,,,40.720649,-84.122623,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,4486.94,19262.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,23748.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,141.72,0.0,141.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23749.05,0.0,0.0,23748.94,0.11,0.0,0.0,141.72,3899.95,0.0,90971.49,0.0,118762.21,0.0,,0.84,HUSKY ENERGY INC,251064861.0,1.11772e+19,6.03973e+18,23748.94
71,35921,2009,55071SHLND100WT,1.10044e+11,ST PAUL PARK REFINING CO LLC,301 ST PAUL PARK RD,SAINT PAUL PARK,WASHINGTON,MN,55071,,,44.850583,-93.002139,NO,324,Petroleum,,,,,,,324110,424710.0,324121.0,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,4559.0,5799.0,25.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10383.0,0.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,92.0,0.0,0.0,92.0,117.0,0.0,117.0,0.0,5.0,0.0,0.0,0.0,0.0,160.0,10385.0,0.0,0.0,10380.0,1.0,0.0,0.0,115.0,120357.0,92.0,13622.0,160.0,144727.0,6.0,,1.02,NORTHERN TIER ENERGY LLC,965355766.0,3.3377e+18,1.7347e+19,10358.0
72,36852,2009,74107SNCLR902W2,1.1e+11,HOLLYFRONTIER TULSA REFINING LLC EAST FACILITY,902 W 25TH ST,TULSA,TULSA,OK,74107,,,36.12266,-96.00048,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,14000.0,3400.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,17400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17650.0,0.0,0.0,17000.0,140.0,0.0,0.0,170.0,0.0,11.0,13000.0,0.0,30321.0,5.0,,1.02,HOLLYFRONTIER CORP,8965808.0,1.10183e+19,3.80428e+18,17400.0
73,36974,2009,48217MRTHN1300S,1.10001e+11,MARATHON PETROLEUM CO LP - MICHIGAN REFINING DIV,1300 S FORT ST HES DEPT,DETROIT,WAYNE,MI,48217,,,42.282182,-83.158756,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,6724.0,1442.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8166.0,0.0,2162.0,2162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,26.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,2173.0,8200.0,0.0,0.0,8166.0,8.0,8.0,0.0,0.0,411.0,0.0,3812.0,2173.0,14578.0,18.0,,1.17,MARATHON PETROLEUM CORP,968393996.0,1.27994e+19,1.36957e+19,8166.0
74,36978,2009,87413BLMFLNO50C,1.10001e+11,WESTERN REFINING BLOOMFIELD TERMINAL,50 COUNTY RD 4990,BLOOMFIELD,SAN JUAN,NM,87413,,,36.698761,-107.975395,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,1931.0,6078.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,20.3,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.7,8009.1,0.0,0.0,8009.0,0.1,0.0,0.0,0.0,0.0,3.3,0.0,0.7,8013.1,17.0,,0.85,WESTERN REFINING INC,606287308.0,1.5365e+19,9.71742e+18,8009.0
75,37680,2009,77704NCHSRGULFS,1.1e+11,LNVA-NORTH REGIONAL TREATMENT PLANT,2655 GULF STATES RD,BEAUMONT,JEFFERSON,TX,77701,,,30.064102,-94.060734,NO,324,Petroleum,,,,,,,324110,325110.0,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,350.0,0.0,20.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,1430.0,0.0,1800.0,0.0,,0.46,EXXON MOBIL CORP,38799474.0,1.81171e+19,5.49281e+18,350.0
76,38509,2009,67460NTNLC2000M,1.10017e+11,CHS MCPHERSON REFINERY,2000 S MAIN ST,MCPHERSON,MCPHERSON,KS,67460,,,38.347278,-97.673846,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,2052.0,2862.0,0.0,0,305.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,104.0,5323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,167.0,4.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,5323.0,0.0,305.0,5018.0,0.0,0.0,0.0,4.0,27840.0,167.0,12114.0,10.0,45458.0,0.0,,1.05,CHS INC,6147177.0,1.34331e+19,2.21442e+18,4914.0
77,39525,2009,79086DMNDSSTARR,1.1e+11,DIAMOND SHAMROCK REFINING CO LP,6701 FM 119,SUNRAY,MOORE,TX,79086,,,35.951944,-101.873889,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,1942.0,5472.0,0.0,0,25535.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,32949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,32953.0,0.0,25535.0,7414.0,4.0,0.0,0.0,40.0,0.0,0.0,530.0,1.0,33524.0,,,0.93,VALERO ENERGY CORP,82686916.0,1.81171e+19,1.96823e+18,7414.0
78,39666,2009,46394MCLCX2815I,1.1e+11,BP PRODUCTS NORTH AMERICA WHITING BUSINESS UNIT,2815 INDIANAPOLIS BLVD,WHITING,LAKE,IN,46394,,,41.663055,-87.479643,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,14000.0,6300.0,52.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,400.0,20752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,3.0,0.0,0.0,0.0,0.0,0.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,1209.0,0.0,1329.0,22755.0,0.0,0.0,20400.0,2003.0,0.0,0.0,0.0,0.0,0.0,82200.0,1329.0,105932.0,400.0,,1.07,BP AMERICA INC,39596507.0,1.84438e+19,5.82705e+18,20300.0
79,39795,2009,23234PRMRY3302D,1.10001e+11,KINDER MORGAN TRANSMIX CO LLC,3302 DEEPWATER TERMINAL RD,RICHMOND,RICHMOND (CITY),VA,23234,,,37.47836,-77.42936,NO,324,Petroleum,,,,,,,324110,424710.0,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,250.0,750.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,15.0,1000.0,0.0,0.0,763.0,0.0,0.0,0.0,0.0,0.0,0.0,1795.0,20.0,2578.0,,,1.47,KINDER MORGAN,,7.34144e+18,1.0681e+19,1000.0
80,41715,2009,85210QLTYM38SLA,1.10039e+11,QUALITY EMULSIONS,308 S LABARON,MESA,MARICOPA,AZ,85210,,,33.4094,-111.838001,NO,324,Petroleum,,,,,,,324121,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,81.4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.4,0.0,0.0,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.4,0.0,,16.6,,,8.75317e+18,2.54186e+18,81.4
81,42556,2009,90509MBLLC3700W,1.1e+11,TORRANCE REFINING CO LLC,3700 W 190TH ST,TORRANCE,LOS ANGELES,CA,90504,,,33.854967,-118.336907,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,540.0,5000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5540.0,0.0,3600.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,40.0,0.0,0.0,40.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3602.0,5551.0,0.0,0.0,5500.0,11.0,0.0,0.0,1.0,0.0,40.0,12000.0,3600.0,21152.0,0.0,,0.95,PBF ENERGY,962619206.0,3.25313e+18,1.72774e+19,5540.0
82,42970,2009,70143TNNCL500WE,1.10046e+11,CHALMETTE REFINING LLC,500 W ST BERNARD HWY,CHALMETTE,ST BERNARD PARISH,LA,70043,,,29.936411,-89.972954,NO,324,Petroleum,,,,,,,324110,424710.0,325110.0,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,13300.0,15300.0,391.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,28991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,97.0,29024.0,0.0,0.0,28991.0,33.0,0.0,0.0,0.0,0.0,7.0,303000.0,97.0,332128.0,,,1.03,,,1.13643e+19,1.81416e+19,28600.0
83,43815,2009,70767XXNPR2230H,1.10064e+11,EXXONMOBIL ANCHORAGE TANK FARM,1420 LAFITON LN,PORT ALLEN,WEST BATON ROUGE PARISH,LA,70767,,,30.474978,-91.219663,NO,324,Petroleum,,,,,,,324191,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,2.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,1.09,EXXON MOBIL CORP,623351921.0,1.13643e+19,1.1877e+19,4.0
84,44288,2009,93420NCLSN2555W,1.1e+11,PHILLIPS 66 CO-SANTA MARIA REFINERY,2555 WILLOW RD,ARROYO GRANDE,SAN LUIS OBISPO,CA,93420,,,35.038889,-120.589722,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,45.0,230.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.2,0.0,275.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,48.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,110.0,275.4,0.0,0.0,275.2,0.2,0.0,0.0,0.0,0.0,48.0,460.0,110.0,893.4,0.0,,0.87,PHILLIPS 66 CO,78378508.0,3.25313e+18,2.80417e+18,275.0
85,44604,2009,23692MCLCM2201G,1.10021e+11,PLAINS MARKETING LP YORKTOWN,2201 GOODWIN NECK RD,YORKTOWN,YORK,VA,23692,,,37.210364,-76.453331,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,3406.0,1301.0,2.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,27.0,0.0,0.0,6.0,0.0,33.0,4711.0,0.0,0.0,4709.0,2.0,0.0,0.0,20.0,1638.0,0.0,9983.0,33.0,16385.0,,,0.86,PLAINS ALL AMERICAN GP LLC,127252153.0,7.34144e+18,1.30242e+19,4707.0
86,44630,2009,98221PGTSN600ST,1.10008e+11,SHELL OIL PRODUCTS US - PUGET SOUND REFINERY,8505 SOUTH TEXAS RD,ANACORTES,SKAGIT,WA,98221,,,48.472836,-122.560194,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,560.0,950.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,1513.0,0.0,0.0,1513.0,0.0,0.0,0.0,0.0,0.0,0.0,73000.0,19.0,74532.0,,,1.0,SHELL OIL CO,131489817.0,2.96942e+18,6.82982e+18,1510.0
87,46492,2009,43616SHLCM4001C,1.1e+11,BP-HUSKY REFINING LLC,4001 CEDAR POINT RD,OREGON,LUCAS,OH,43616,,,41.679167,-83.449722,NO,324,Petroleum,,,,,,,324110,,,,,,1.30921e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,3400.0,1600.0,8.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5008.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,34.2,0.0,0.0,33.6,0.0,0.0,33.6,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,250.0,5042.2,0.0,0.0,5008.0,34.0,0.2,0.0,0.0,0.0,33.6,4200.0,250.0,9525.8,0.0,,0.91,BP-HUSKY REFINING LLC,55057542.0,1.11772e+19,1.26394e+19,5000.0
