,YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,SYS_STSITSSXSOLCHJPSAF7486K4RV,SYS_STSWGMX8O#197_NPUKVK#S5$QM
4213,2014,90748NCLLS1660W,1.1e+11,PHILLIPS 66 LOS ANGELES REFINERY WILMINGTON PLANT,1660 W ANAHEIM ST,WILMINGTON,LOS ANGELES,CA,90744,,,33.774469,-118.290696,NO,324,Petroleum,,,,,,,324110,,,,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,340.0,500.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,840.0,91.2,288.8,380.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,104.2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,295.8,1035.4,0,0.0,840.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,390.0,1245.0,,PRODUCTION,0.97,PHILLIPS 66 CO,78378508.0,1.33975e+19,1.04006e+19
4410,2014,70767XXNPR2230H,1.10064e+11,EXXONMOBIL ANCHORAGE TANK FARM,1420 LAFITON LN,PORT ALLEN,WEST BATON ROUGE PARISH,LA,70767,,,30.474978,-91.219663,NO,324,Petroleum,,,,,,,324191,,,,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,26.0,3.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,PRODUCTION,1.27,EXXON MOBIL CORP,623351921.0,8.89877e+18,1.32899e+19
4789,2014,26037WHLNGROUTE,1.10042e+11,MOUNTAIN STATE CARBON LLC,1851 MAIN ST,FOLLANSBEE,BROOKE,WV,26037,,,40.34361,-80.60667,NO,324,Petroleum,,,,,,,324199,,,,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,27000.0,14000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,41000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41000.0,0,0.0,41000.0,0.0,0.0,0.0,0.0,0.0,0.0,22000.0,1.0,63001.0,,PRODUCTION,1.03,AK STEEL HOLDING CORP,,6.24024e+18,1.76596e+19
7574,2014,74603CNCPN1000S,1.10016e+11,PHILLIPS 66 PONCA CITY SITE,1000 S PINE ST,PONCA CITY,KAY,OK,746017501,,,36.68807,-97.08786,NO,324,Petroleum,,,,,,,324110,,,,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,25000.0,16000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,41000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,36.0,39.0,0.0,0.0,149.0,0.0,0.0,149.0,551.0,0.0,551.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41039.0,0,0.0,41000.0,3.0,36.0,0.0,551.0,0.0,149.0,18000.0,1.0,59740.0,,PRODUCTION,1.08,PHILLIPS 66 CO,65504920.0,7.19983e+18,1.20409e+19
8118,2014,94553SHLLL3485P,1.1e+11,SHELL OIL PRODUCTS US-MARTINEZ REFINERY,3485 PACHECO BLVD,MARTINEZ,CONTRA COSTA,CA,94553,,,38.016594,-122.115392,NO,324,Petroleum,,,,,,,324110,424710.0,325199.0,325180.0,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,580.0,1200.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1780.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,67.0,1804.0,0,0.0,1780.0,24.0,0.0,0.0,0.0,0.0,0.0,11000.0,67.0,12871.0,,PRODUCTION,0.99,SHELL OIL CO,8090938.0,1.33975e+19,1.58691e+19
8345,2014,78469VLRRF5900U,1.1e+11,VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407,,,27.81775,-97.482552,NO,324,Petroleum,,,,,,,324110,,,,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,2636.0,7587.0,2.64,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10225.64,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.173,135.185,0.0,0.0,0.0,0.0,0.0,135.358,0.0,0.0,130.46,0.0,0.0,130.46,0.0,0.0,0.0,0.0,288.4044972,0.0,0.0,0.0,0.0,288.4044972,10360.998,0,0.0,10225.64,135.358,0.0,0.0,0.0,330097.0,130.46,239053.0,288.4044972,579929.8625,,PRODUCTION,1.07,VALERO ENERGY CORP,82686916,1.62607e+19,1.88365e+18
8593,2014,79905LPSRF6500T,1.10042e+11,WESTERN EL PASO REFINERY,6500 TROWBRIDGE DR,EL PASO,EL PASO,TX,79905,,,31.768889,-106.401667,NO,324,Petroleum,,,,,,,324110,,,,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,5898.46,3614.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9512.46,0.0,924.0,924.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,0.0,18.36,0.0,0.0,18.36,0.0,0.0,0.0,0.0,0.0,11.46,0.0,0.0,0.0,935.46,9515.63,0,0.0,9512.46,3.17,0.0,131.0,0.0,416.0,18.36,231022.75,935.46,242039.2,,PRODUCTION,1.1,WESTERN REFINING INC,,1.62607e+19,1.03936e+19
8920,2014,39477STHLNHIGHW,1.10001e+11,HUNT SOUTHLAND REFINING CO-SANDERSVILLE,HWY 11 N,SANDERSVILLE,JONES,MS,39477,,,31.8167,-89.0089,NO,324,Petroleum,,,,,,,324110,,,,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,16.0,30.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,,PRODUCTION,1.3,HUNT REFINING CO A CORP,175261817,9.41116e+18,1.7241e+18
9218,2014,77640CLRKR1801S,1.1e+11,PREMCOR REFINING GROUP INC PORT ARTHUR,1801 S GULFWAY DR,PORT ARTHUR,JEFFERSON,TX,77640,,,29.868333,-93.968333,NO,324,Petroleum,,,,,,,324110,,,,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,119.0,11672.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11791.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11803.0,0,0.0,11791.0,12.0,0.0,19561.0,0.0,0.0,0.0,1255288.0,0.0,1286652.0,,PRODUCTION,1.07,VALERO ENERGY CORP,43652424,1.62607e+19,1.45651e+19
9500,2014,98248MBLLC3901U,1.1e+11,PHILLIPS 66 FERNDALE REFINERY,3901 UNICK RD,FERNDALE,WHATCOM,WA,98248,,,48.830142,-122.692114,NO,324,Petroleum,,,,,,,324110,,,,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,5813.0,2381.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8194.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,8242.0,0,0.0,8186.0,48.0,0.0,0.0,0.0,0.0,52.0,18731.0,20.0,27037.0,8.0,PRODUCTION,1.03,PHILLIPS 66 CO,78378508,1.13871e+19,1.71884e+19
10436,2014,90245CHVRN324WE,1.10003e+11,CHEVRON PRODUCTS CO DIV OF CHEVRON USA INC,324 W EL SEGUNDO BLVD,EL SEGUNDO,LOS ANGELES,CA,90245,,,33.908126,-118.41074,NO,324,Petroleum,,,,,,,324110,,,,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,310.0,760.0,12.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1102.0,0,0.0,1082.0,20.0,0.0,0.0,0.0,0.0,0.0,37000.0,3.0,38105.0,0.0,PRODUCTION,0.94,CHEVRON CORP,1382555,1.33975e+19,6.14267e+18
10700,2014,77592TXSCTLOOP1,1.10033e+11,VALERO REFINING-TEXAS LP,1301 LOOP 197 S,TEXAS CITY,GALVESTON,TX,77590,,,29.369167,-94.911111,NO,324,Petroleum,,,,,,,324110,,,,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,3747.0,5358.0,1.06,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,4.1,9110.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0,4.66,0.0,0.0,4.66,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,8.8,9114.81,0,0.0,9110.16,4.65,0.0,45509.0,0.0,0.0,4.66,1630.0,8.8,56267.27,,PRODUCTION,1.11,VALERO ENERGY CORP,79391280,1.62607e+19,1.15265e+19
11400,2014,99611TSRLSMILE2,1.10017e+11,TESORO ALASKA - KENAI REFINERY,MILE 22.5 KENAI SPUR HWY,KENAI,KENAI PENINSULA BOROUGH,AK,99611,,,60.683603,-151.367204,NO,324,Petroleum,,,,,,,324110,,,,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,190.0,1400.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1591.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,1591.0,0,0.0,1591.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,14.0,29605.0,0.0,PRODUCTION,1.04,TESORO CORP,8133480,1.48315e+19,1.16344e+19
12285,2014,08066MBLLCBILLI,1.10022e+11,PAULSBORO REFINING CO LLC,800 BILLINGSPORT RD,PAULSBORO,GLOUCESTER,NJ,8066,,,39.8401,-75.2574,NO,324,Petroleum,,,,,,,324110,,,,,,1.31421e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,5726.0,6232.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11958.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,29.0,11958.0,0,0.0,11958.0,0.0,0.0,0.0,0.0,124047.0,0.0,13438.0,29.0,149472.0,,PRODUCTION,1.08,PBF ENERGY,,1.04907e+18,8.11747e+18
